"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
2888572,17014502,99,"2017-01-24T11:58:00","8200 Block Fahnestock ST Pittsburgh, PA 15221","N","East Hills","5",NA,"9018 Accidental Fire",1306,9,2,-79.8788250730331,40.4532417989032
2919892,17108373,11,"2017-06-09T00:00:00","100 Block S 15th ST Pittsburgh, PA 15203","N","South Side Flats","3","CREDIT CARDS","4106 Access Device Fraud",1702,3,4,-79.983531354788,40.4279461013099
2957168,17221801,99,"2017-11-16T07:56:00","300 Block Meridan ST Pittsburgh, PA 15211","Y","Duquesne Heights","3",NA,"9999 Miscellaneous Report (No Crime)",1911,2,5,-80.0195639641872,40.4336252621022
3072547,19071683,26,"2019-04-17T14:00:00","2600 Block Wylie AV Pittsburgh, PA 15219","Y","Middle Hill","2","HARRASSMENT-OTHER","2709 Harassment (Non-Specific)",501,6,3,-79.9702738366933,40.4487043530157
3088469,19126087,10,"2019-06-27T19:40:00","Forbes AV & S Craig ST Pittsburgh, PA 15213","N","Squirrel Hill North","4","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",1401,8,3,-79.948657589774,40.4444480570624
2953105,17205554,99,"2017-10-24T08:40:00","Rialto ST & Pa Rt 28 RAMP Pittsburgh, PA 15212","N","Troy Hill","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2406,1,1,-79.9796529284353,40.4649580064244
2959004,17222701,6,"2017-11-15T16:00:00","200 Block Melwood AV Pittsburgh, PA 15213","N","North Oakland","4","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",507,8,3,-79.9497375368017,40.450178046578
2969263,18006927,26,"2018-01-12T01:25:00","60 Block S 12th ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",1702,3,3,-79.98649357,40.42873798
2816782,16044186,6,"2016-03-11T14:00:00","4700 Block Liberty AV Pittsburgh, PA 15224","N","Bloomfield","5","THEFT FROM AUTO","3934 Theft from Vehicle",809,7,2,-79.94990411,40.46203965
2866877,16196534,6,"2016-10-17T22:00:00","700 Block Bucyrus ST Pittsburgh, PA 15220","N","Elliott","6","THEFT FROM AUTO","3934 Theft from Vehicle",2020,2,5,-80.03988786,40.44565366
2960096,17230182,11,"2017-11-29T09:00:00","Kennedy AV & Goshen ST Pittsburgh, PA 15214","Y","Perry South","1","IDENTITY THEFT","13(a)(32) Paraphernalia - Use or Possession / 4120 Identity Theft / 4914(A) False Identification to Law Enforcement",2615,1,1,-80.0080815410006,40.4743885836264
2986774,18059384,99,"2018-03-31T16:15:00","300 Block Cedar AV Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9489 Found Property",2304,1,1,-80.00084389,40.45089272
2879446,16236562,26,"2016-12-20T17:24:00","2700 Block Zephyr AV Pittsburgh, PA 15204","Y","Sheraden","6","CRIMINAL TRESPASS","3503 Criminal Trespass",2018,2,5,-80.04934302,40.45306803
2942570,17175306,99,"2017-09-12T17:10:00","Saw Mill Run BL & Bausman ST Pittsburgh, PA 15226","N","Bon Air","3",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1806,4,4,-80.0060282749621,40.4111152878636
2909320,17067464,4,"2017-04-14T22:35:00","Wabash ST & Minnotte SQ Pittsburgh, PA 15220","N","West End","6","PROPULSION OF MISSILES INTO OCC VEH/RDWY/NO INJ","2707 Propulsion of Missiles  / 5503 Disorderly Conduct. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",2019,2,5,-80.028872442938,40.4326259574227
3100262,19165414,26,"2019-08-19T15:59:00","6700 Block Deary ST Pittsburgh, PA 15206","N","Lincoln-Lemington-Belmar","5","CRIMINAL TRESPASS","3503(b.1) Criminal Trespass - Simple Trespasser",1203,9,2,-79.9025008531342,40.4649511270607
2895053,17033988,18,"2017-02-23T21:35:00","400 Block North Shore DR Pittsburgh, PA 15212","Y","North Shore","1","OPIUM/COCAINE/DERV(SALE/MFG)","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance",2205,1,6,-80.0123365767722,40.4462630510384
2904841,17062227,3,"2017-04-07T07:10:00","2100 Block Park Hill DR Pittsburgh, PA 15221","N","East Hills","5","ROBBERY/HIGHWAY/STRONGARM","2701 Simple Assault. / 3701 Robbery.",1306,9,2,-79.8740214028157,40.4529526639559
2923353,17120297,99,"2017-06-29T09:00:00","500 Block N Neville ST Pittsburgh, PA 15213","Y","North Oakland","4",NA,"9496 Dead on Arrival (DOA)",404,8,3,-79.9465890867506,40.4451865595748
2873651,16214830,6,"2016-11-14T16:00:00","20 Block Minooka ST Pittsburgh, PA 15210","N","Carrick","3","THEFT BICYCLES","3921 Theft by Unlawful Taking or Disposition.",2901,4,4,-79.9914639,40.4044097
2832418,16095287,99,"2016-05-24T19:00:00","2600 Block Glasgow ST Pittsburgh, PA 15204","Y","Sheraden","6",NA,"3934 Theft from Vehicle",2018,2,5,-80.04551469,40.45466503
3044638,18236591,18,"2018-12-01T21:25:00","Middle ST & East Ohio ST Pittsburgh, PA 15212","Y","East Allegheny","1","MARIJUANA-POSSESS","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount",2304,1,1,-79.9991624082083,40.45376016685
3059153,19027411,10,"2019-02-09T23:30:00","400 Block Maple View CT Pittsburgh, PA 15216","N","Banksville","6","TERRORISTIC THREATS","2706 Terroristic Threats.",2023,2,5,-80.0370376618144,40.4161352269272
2988340,18061651,99,"2018-04-04T01:19:00","6600 Block Jackson ST Pittsburgh, PA 15206","Y","Highland Park","5",NA,"9999 Miscellaneous Report (No Crime)",1106,7,2,-79.91189876,40.47408616
3077709,19088871,26,"2019-05-10T15:00:00","600 Block 1st AV Pittsburgh, PA 15219","Y","Central Business District","2","HARRASSMENT-OTHER","2709(a) Harassment.",201,6,6,-79.9960409452176,40.4350395659104
2118570,5161057,18,"2005-08-18T20:33:00","2100 Block BEDFORD AV PITTSBURGH, PA ","Y","Middle Hill","2","OPIUM/COCAINE/DERV(SALE/MFG)","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance",501,6,3,-79.98071614,40.44704518
3029385,18187415,6,"2018-09-23T06:40:00","600 Block Liberty AV Pittsburgh, PA 15222","N","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-80.00162376,40.44178095
2849959,16143990,5,"2016-08-03T10:15:00","300 Block S Bouquet ST Pittsburgh, PA 15213","N","Central Oakland","4","BURGLARY/NO FORCE/RES","3502 Burglary.",405,3,3,-79.95459108,40.44069642
2988061,18060329,6,"2018-04-02T01:13:00","300 Block 3rd AV Pittsburgh, PA 15222","N","Central Business District","2","THEFT/ALL OTHERS","3921(a) Theft by Unlawful Taking or Disposition - Movable item",201,6,6,-80.00161855,40.43880878
2111246,5135347,6,"2005-07-17T10:00:00","1300 Block ROCKLAND AV PITTSBURGH, PA ","N","Golden Triangle/Civic Arena","3","THEFT FROM AUTO","3934 Theft from Vehicle",1906,4,5,-80.02033064,40.41403635
3071809,19070910,18,"2019-04-16T23:50:00","Murray AV & Hobart ST Pittsburgh, PA 15217","Y","Squirrel Hill South","4","OTHER DRUG/NON-NARC-POSSESS","5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant",1408,5,3,-79.9229568849329,40.4337366704143
2950404,17196306,14,"2017-10-11T11:00:00","Chartiers AV & Lorenz AV Pittsburgh, PA 15220","N","Elliott","6","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2020,2,5,-80.0406301253035,40.4439730059331
2815040,16038273,99,"2016-03-02T07:30:00","Lorigan ST & Sapphire WY Pittsburgh, PA 15224","N","Bloomfield","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",802,7,2,-79.95280309,40.45933829
2970786,18011861,99,"2018-01-19T06:40:00","Fifth AV & Grant ST Pittsburgh, PA 15219","Y","Central Business District","2",NA,"9134 Pedestrian Hit by Vehicle/Non-Reportable Accident",201,6,6,-79.99680807,40.4393871
2841561,16119617,23,"2016-06-28T02:26:00","4100 Block Main ST Pittsburgh, PA 15224","Y","Bloomfield","5","PUBLIC DRUNKENESS","5503 Disorderly Conduct. / 5505 Public Drunkenness / 3353 Prohibitions in Specified Places.",903,7,2,-79.95470869,40.46536233
2084178,5022118,3,"2005-02-12T19:05:00","SAMPSONIA WY & MONTEREY ST PITTSBURGH, PA ","N","Central Northside","1","ROBBERY/HIGHWAY/STRONGARM","3701 Robbery.",2503,1,1,-80.01335395,40.45661503
3017693,18158662,9,"2018-08-17T17:28:00","2100 Block East Hills DR Pittsburgh, PA 15221","Y","East Hills","5","TAMPER WITH/FAB PHYS EVIDENCE","4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.",1306,NA,NA,0,0
2943344,17177819,6,"2017-09-16T01:44:00","1700 Block Murray AV Pittsburgh, PA 15217","N","Squirrel Hill South","4","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",1413,5,3,-79.9230542878896,40.4380214752913
3059715,19030268,99,"2019-02-15T16:30:00","200 Block Lelia ST Pittsburgh, PA 15211","N","Mount Washington","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1915,2,5,-80.0102731357711,40.4218733133314
2109636,5128501,18,"2005-07-09T18:44:00","LARIMER AV & MEADOW ST PITTSBURGH, PA ","Y","Larimer","5","OPIUM/COCAINE/DERV-POSSESS","5121 Escape. / 1301 Registration and Certificate of Title Required. / 4703 Operation of Vehicle without Official Certif. of Inspection / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer",1204,9,2,-79.91450769,40.46527121
2912236,17084279,14,"2017-05-09T09:00:00","4600 Block Winterburn AV Pittsburgh, PA 15207","N","Hazelwood","4","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1501,5,3,-79.9397724518383,40.4160008052768
2934875,17153643,6,"2017-08-14T10:20:00","800 Block Norwich AV Pittsburgh, PA 15226","N","Brookline","6","THEFT/ALL OTHERS","3925 Receiving Stolen Property. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",1918,4,4,-80.0245618255659,40.3912136730828
2883054,16242401,26,"2016-12-31T13:00:00","3200 Block Bainton ST Pittsburgh, PA 15212","N","Brighton Heights","1","UNAUTHORIZED USE VEHICLE/AUTO","3928 Unauthorized Use of Automobile and Other Vehicles.",2703,1,1,-80.03757957,40.47315965
3067200,19055938,99,"2019-03-27T08:30:00","5100 Block Stanton AV Pittsburgh, PA 15201","N","Upper Lawrenceville","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1011,NA,NA,0,0
2838562,16112034,5,"2016-06-17T11:30:00","1300 Block Spring Garden AV Pittsburgh, PA 15212","N","Spring Garden","1","BURGLARY/FORCE ENT/NON-RES","3502 Burglary.",2412,1,1,-79.98825397,40.46082804
2094240,5061607,99,"2005-04-15T06:30:00","600 Block SICKLES ST PITTSBURGH, PA ","N","East Hills","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1306,9,2,-79.8824703,40.45147202
2945571,17187203,18,"2017-09-28T19:51:00","2400 Block Red Oak DR Pittsburgh, PA 15220","Y","Banksville","6","OPIUM/COCAINE/DERV(SALE/MFG)","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",2023,2,5,-80.0481853977211,40.4029943681448
2080034,5007386,99,"2005-01-14T15:30:00","3700 Block 5TH AV PITTSBURGH, PA 15213","N","West Oakland","4",NA,"3921 Theft by Unlawful Taking or Disposition.",402,3,3,-79.9584007,40.44174185
2922877,17118554,26,"2017-06-26T21:53:00","Vinecliffe ST & Wyoming ST Pittsburgh, PA 15211","Y","Mount Washington","3","ALL OTHER OFFENSES(EXPT TRAFF)","627.02(b)(i) Possessing a small amount of marijuana",1914,2,5,-80.006472125554,40.4305146522163
2969495,18007928,99,"2018-01-13T16:05:00","100 Block Roup AV Pittsburgh, PA 15206","Y","Friendship","5",NA,"9999 Miscellaneous Report (No Crime)",807,9,2,-79.933977,40.46457883
2857682,16169774,6,"2016-09-08T19:45:00","5500 Block Centre AV Pittsburgh, PA 15232","Y","Shadyside","4","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",709,7,2,-79.93643514,40.45663345
3071081,19067708,14,"2019-04-12T17:47:00","W Prospect AV & Broadhead Fording RD Pittsburgh, PA 15205","N","Fairywood","6","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2808,2,5,-80.0824873970368,40.4482855729703
2943752,17181761,16,"2017-09-21T16:20:00","600 Block Commonwealth PL Pittsburgh, PA 15222","Y","Central Business District","2","PROSTITUTION RELATED OFFENSES","5902(a)(1) Prostitution  / 13(a)(16) Possession of Controlled Substance",201,6,6,-80.0064054983526,40.4417329215433
2106286,5114116,14,"2005-06-22T06:15:00","5800 Block LAUDER ST PITTSBURGH, PA ","N","Lincoln Place","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",3102,5,3,-79.91382505,40.36554546
2926348,17126907,24,"2017-07-08T01:31:00","S 16th ST & Roland ST Pittsburgh, PA 15203","Y","South Side Flats","3","DISORDERLY CONDUCT","5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",1702,3,4,-79.9828364524618,40.4285409799456
2078694,5003864,6,"2005-01-08T01:28:00","5200 Block BAUM BL PITTSBURGH, PA 15224","N","Bloomfield","5","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",804,7,2,-79.94155772,40.45558486
2907777,17071623,23,"2017-04-21T01:30:00","S 16th ST & E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","PUBLIC DRUNKENESS","5505 Public Drunkenness",1702,3,4,-79.9827122247394,40.4288316953151
3007384,18120884,6,"2018-06-24T19:10:00","100 Block Roup AV Pittsburgh, PA 15206","N","Friendship","5","THEFT BICYCLES","3921(a) Theft by Unlawful Taking or Disposition - Movable item",807,9,2,-79.93392509,40.4645654
2816179,16020262,13,"2016-02-03T01:16:00","Nobles LANE & Colerain ST Pittsburgh, PA 15210","Y","Carrick","3","RECEIVING STOLEN PROPERTY","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",2901,4,4,-79.99709151,40.39611701
2874879,16217865,99,"2016-11-19T13:59:00","900 Block N Murtland ST Pittsburgh, PA 15208","Y","Homewood North","5",NA,"9012 Non-Violent Domestic",1301,9,2,-79.90104113,40.45848802
2904174,17058550,6,"2017-04-01T15:30:00","2600 Block Winchester RD Pittsburgh, PA 15220","N","Brookline","6","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1918,2,5,-80.044137945154,40.4119649848861
2881806,16240124,6,"2016-12-24T00:30:00","1200 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT M.V. PARTS,ACCESSORIES","3921 Theft by Unlawful Taking or Disposition.",1702,3,4,-79.98638716,40.42869554
3031325,18197522,99,"2018-10-06T10:00:00","700 Block N Homewood AV Pittsburgh, PA 15208","Y","Homewood South","5",NA,"9504 Lost Property",1303,9,2,-79.89667455,40.45562902
3025072,18175120,99,"2018-09-07T16:49:00","2900 Block Banksville RD Pittsburgh, PA 15216","Y","Banksville","6",NA,"9998 Overdose Other",2023,2,5,-80.04153983,40.40305635
2950926,17199950,26,"2017-10-05T19:00:00","100 Block Broadcrest DR Pittsburgh, PA 15235","Y","Lincoln-Lemington-Belmar","5","CRUELTY TO ANIMALS","5511(c)(1) CRUELTY TO ANIMALS",1201,9,2,-79.8889647950749,40.4741290170267
2858077,16168344,99,"2016-09-03T22:00:00","600 Block General Robinson ST Pittsburgh, PA 15212","N","North Shore","1",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2205,1,1,-79.9979525,40.44948166
2089375,5037815,99,"2005-03-12T02:39:00","300 Block MEYRAN AV PITTSBURGH, PA ","N","Central Oakland","4",NA,"9497 Aided Case",405,3,3,-79.95670299,40.43894379
2080447,5010106,99,"2005-01-20T01:10:00","SHERIDAN & CHARTIERS PITTSBURGH, PA ","Y","Carrick","3",NA,"1543 Driving While Operating Privilege is Suspended or Revoked. / 3311 Driving on Divided Highways. / 7122 Altered, Forged or Counterfeit Documents and Plates",2005,NA,NA,0,0
2817571,16047590,99,"2016-03-09T22:00:00","400 Block West Carter North Versailles, PA 15137","Y","Outside City","OSC",NA,"9999 Miscellaneous Report (No Crime)",5599,NA,NA,-79.84197252,40.38473982
2823034,16067039,99,"2016-04-14T05:44:00","800 Block Collins AV Pittsburgh, PA 15206","Y","Highland Park","5",NA,"9999 Miscellaneous Report (No Crime)",1106,9,2,-79.89881881,40.4569692
2933648,17147523,3,"2017-08-05T17:00:00","2100 Block Forbes AV Pittsburgh, PA 15219","N","Bluff","2","ROBBERY/HIGHWAY/OTHER","2702 Aggravated Assault. / 3701 Robbery.",103,6,3,-79.9759141637022,40.4372047343802
2812311,16031260,99,"2016-02-20T14:35:00","Perrysville AV & Vinceton ST Pittsburgh, PA 15214","N","Perry North","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",2602,1,1,-80.02179752,40.49277886
2860927,16179516,11,"2016-09-21T00:01:00","2100 Block Hazeldell ST Pittsburgh, PA 15210","N","Carrick","3","IDENTITY THEFT","4120 Identity Theft",2902,4,4,-79.98530814,40.39267662
2802000,16002603,26,"2016-01-05T11:53:00","700 Block Greenfield AV Pittsburgh, PA 15217","Y","Greenfield","4","PROTECTIVE ORDERS","9093 Indirect Criminal Contempt",1517,5,3,-79.93814526,40.4250358
2869410,16204022,99,"2016-10-29T12:00:00","1100 Block Island AV Pittsburgh, PA 15212","Y","California-Kirkbride","1",NA,"9999 Miscellaneous Report (No Crime)",2507,1,1,-80.02465707,40.46345156
2805102,16008915,14,"2016-01-15T12:10:00","500 Block Marshall AV Pittsburgh, PA 15214","N","Perry South","1","INSTITUTIONAL VANDALISM","3304 Criminal Mischief.",2615,6,1,-80.01677284,40.47101228
2887990,17013892,14,"2017-01-23T06:00:00","2800 Block Smallman ST Pittsburgh, PA 15222","N","Strip District","2","CRIM MISCHIEF (GRAFFITI)","3304 Criminal Mischief.",203,7,6,-79.9763548764379,40.4575416295902
3092966,19138701,6,"2019-07-13T23:00:00","400 Block N Shore DR Pittsburgh, PA 15212","N","Chateau","1","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2108,1,6,-80.0123399020422,40.4462710224947
3083668,19105495,3,"2019-06-01T03:19:00","300 Block 6th AV Pittsburgh, PA 15222","Y","Central Business District","2","ROBBERY/HIGHWAY/STRONGARM","2701 Simple Assault. / 3701 Robbery. / 13(a)(31) Marijuana: Possession Small Amount",201,6,6,-79.99945506805,40.4416587139748
2833123,16094913,6,"2016-05-24T07:27:00","5400 Block Friendship AV Pittsburgh, PA 15232","N","Bloomfield","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",806,7,2,-79.93761143,40.46184182
3064475,19043194,99,"2019-03-06T20:10:00","900 Block Woodlow ST Pittsburgh, PA 15205","Y","Crafton Heights","6",NA,"9999 Miscellaneous Report (No Crime)",2814,2,5,-80.0523506900023,40.4458191418835
2954333,17206622,6,"2017-10-25T05:04:00","100 Block Carrick AV Pittsburgh, PA 15210","N","Carrick","3","THEFT FROM AUTO","3934 Theft from Vehicle",2904,4,4,-79.9823367312685,40.3891803636261
2094959,5064717,6,"2005-04-19T11:30:00","800 Block N HIGHLAND AV PITTSBURGH, PA ","N","Highland Park","5","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",1106,7,2,-79.92071839,40.46975551
2944570,17186204,18,"2017-09-27T15:15:00","1700 Block Bentley DR Pittsburgh, PA 15219","Y","Terrace Village","2","MARIJUANA-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance",511,6,3,-79.9741076864369,40.4408471471782
3063719,19042915,6,"2019-03-06T10:25:00","5500 Block Centre AV Pittsburgh, PA 15232","N","Shadyside","4","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",709,7,2,-79.9364623699551,40.4565877817342
2841820,16119842,99,"2016-06-28T12:20:00","20 Block Sampsonia WY Pittsburgh, PA 15212","Y","Central Northside","1",NA,"9489 Found Property",2503,6,1,-80.00826446,40.45756758
2843150,16126199,99,"2016-07-07T12:55:00","Saw Mill Run BL & Library RD Pittsburgh, PA 15227","N","Overbrook","3",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",3204,4,4,-79.99597387,40.38222524
2121171,5175825,5,"2005-09-06T21:59:00","1800 Block CENTRE AV PITTSBURGH, PA ","N","Crawford-Roberts","2","BURGLARY/ATTEMPT/NON-RES","901 Criminal Attempt",305,6,3,-79.98289274,40.44191944
2930281,17139766,99,"2017-07-25T23:17:00","Forbes AV & Grant ST Pittsburgh, PA 15219","N","Central Business District","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",201,6,6,-79.9972670351001,40.438690074284
