"","PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
"4701",2920461,17109034,26,"2017-06-13T17:47:00","N Atlantic AV & Broad ST Pittsburgh, PA 15224","Y","Garfield","5","DRUG PARAPHERNALIA","13(a)(32) Paraphernalia - Use or Possession",1017,9,2,-79.9382603431561,40.465875685121
"4702",2850680,16148238,99,"2016-08-09T11:35:00","10 Block Zimmerman ST Pittsburgh, PA 15210","N","Brookline","6",NA,"9018 Accidental Fire",3206,4,4,-80.00338237,40.40002073
"4703",2933803,17147247,99,"2017-08-05T06:00:00","30 Block Wharton CT Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9999 Miscellaneous Report (No Crime)",1609,3,4,-79.9680391635829,40.4294655837227
"4704",2993098,18077443,99,"2018-04-24T14:45:00","900 Block Agnew RD Pittsburgh, PA 15227","N","Hays","3",NA,"2701 Simple Assault.",3101,5,3,-79.96618933,40.40023906
"4705",2922434,17111862,14,"2017-06-17T16:45:00","200 Block Jucunda ST Pittsburgh, PA 15210","Y","Knoxville","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",3001,3,4,-79.9910489218477,40.4171825927844
"4706",3044300,18237780,99,"2018-11-30T14:30:00","500 Block CRANE AV PITTSBURGH, PA 15216","N","Beechview","6",NA,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1916,4,5,-80.0205109182843,40.4170641499677
"4707",3060308,19031091,99,"2019-02-16T21:10:00","100 Block Sebring AV Pittsburgh, PA 15216","Y","Beechview","6",NA,"9498 302 (Mental)",1916,NA,NA,0,0
"4708",3091417,19133473,99,"2019-07-05T16:05:00","4500 Block Saline ST Pittsburgh, PA 15217","Y","Squirrel Hill South","4",NA,"9489 Found Property",1414,5,3,-79.925313898699,40.4173486844641
"4709",2988262,18061116,10,"2018-04-03T07:09:00","Frankstown RD & Bennett ST Pittsburgh, PA 15208","N","Homewood West","5","SIMPLE ASSAULT/NO INJURY","2701(a)(3) Simple Assault - Attempts by Physical Menace ",1207,9,2,-79.90458639,40.45808634
"4710",2852552,16155392,6,"2016-08-19T12:14:00","5100 Block Penn AV Pittsburgh, PA 15224","N","Bloomfield","5","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",809,7,2,-79.94273394,40.46477482
"4711",2097381,5075347,6,"2005-05-04T13:30:00","5TH AV & SMITHFIELD PITTSBURGH, PA ","N","Point Breeze","2","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",101,6,6,-79.99864594,40.44008562
"4712",2868536,16205585,99,"2016-10-23T16:45:00","7300 Block Butler ST Pittsburgh, PA 15201","N","Morningside","5",NA,"4304(a)(1) Endangering Welfare of Children. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older",1014,7,2,-79.92134431,40.48793171
"4713",2962615,17225832,99,"2017-11-17T04:35:00","1500 Block Obey ST Pittsburgh, PA 15205","Y","Crafton Heights","6",NA,"9999 (Misc. Crime)",2815,2,5,-80.0507297368934,40.4401792861078
"4714",2111936,5138041,99,"2005-07-20T17:34:00","7000 Block APPLE ST PITTSBURGH, PA ","Y","Homewood North","5",NA,"9016 Check on Elderly Person",1301,9,2,-79.89450393,40.46250325
"4715",2807523,16017429,99,"2016-01-29T18:00:00","1100 Block Fredonia ST Pittsburgh, PA 15220","N","Crafton Heights","6",NA,"9496 Dead on Arrival (DOA)",2814,2,5,-80.04215048,40.44466202
"4716",2117984,5163799,14,"2005-08-22T10:00:00","CONCORDIA ST & APPIAN WY PITTSBURGH, PA ","N","Carrick","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2902,4,4,-79.98652002,40.39657897
"4717",3059092,19027234,14,"2019-02-07T15:00:00","1300 Block Methyl ST Pittsburgh, PA 15216","N","Beechview","6","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1916,4,5,-80.0259685039002,40.4162839680059
"4718",2997748,18090983,26,"2018-05-15T17:09:00","7400 Block Monticello ST Pittsburgh, PA 15208","Y","Homewood North","5","HARRASSMENT-OTHER","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1302,9,2,-79.89101264,40.45831363
"4719",3054004,19012480,7,"2019-01-19T20:45:00","5700 Block Baum BL Pittsburgh, PA 15206","N","East Liberty","5","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1115,7,2,-79.933785260738,40.4583618995454
"4720",2934247,17151079,6,"2017-08-10T12:00:00","7100 Block Kedron ST Pittsburgh, PA 15208","N","Homewood North","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery. / 4106 Access Device Fraud",1302,9,2,-79.8974836338795,40.4613314050229
"4721",2845351,16133577,7,"2016-07-18T06:00:00","1500 Block Geyer AV Pittsburgh, PA 15212","Y","Marshall-Shadeland","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2715,1,1,-80.03448243,40.47309285
"4722",2097697,5074693,10,"2005-05-03T17:25:00","500 Block BROOKLINE BL PITTSBURGH, PA ","N","Bloomfield","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",1910,4,4,-80.02356666,40.39562764
"4723",2084091,5020262,11,"2005-02-09T03:20:00","3900 Block FORBES AV PITTSBURGH, PA ","Y","Central Oakland","4","CREDIT CARDS","4106 Access Device Fraud / 3503 Criminal Trespass / 4914 False Identification to Law Enforcement Authorities",405,3,3,-79.95574984,40.44185365
"4724",3010929,18132460,6,"2018-07-12T15:42:00","5500 Block Centre AV Pittsburgh, PA 15232","Y","Shadyside","4","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",703,7,2,-79.93646237,40.45658778
"4725",2918584,17101425,15,"2017-06-03T02:30:00","Hamilton AV & Putnam ST Pittsburgh, PA 15206","Y","Larimer","5","CONVICT NOT TO OWN/MAN/USE/SELL FIREARMS","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount",1208,9,2,-79.9131279137224,40.4588217330894
"4726",2840067,16116055,99,"2016-06-22T23:33:00","3300 Block Beechwood BL Pittsburgh, PA 15217","Y","Squirrel Hill South","4",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1414,5,3,-79.92434839,40.41850399
"4727",3097644,19154007,99,"2019-08-04T16:20:00","10 Block E North AV Pittsburgh, PA 15212","Y","Allegheny Center","1",NA,"9999 Miscellaneous Report (No Crime)",2204,1,1,-80.0061461533418,40.4558516535202
"4728",2903331,17057109,10,"2017-03-21T17:00:00","Pasadena ST & Eureka ST Pittsburgh, PA 15211","N","Mount Washington","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1807,3,4,-80.0018421296616,40.4238397775489
"4729",3060486,19034072,6,"2019-02-21T11:30:00","400 Block 7th AV Pittsburgh, PA 15219","N","Central Business District","2","THEFT/PROP-LOST/MISLAID/DEL","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-79.9965916108674,40.4427401000294
"4730",3019797,18160075,6,"2018-08-19T16:18:00","300 Block 6th AV Pittsburgh, PA 15222","Y","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft. / 3503(b)(1)(i) Actual Communication",201,6,6,-79.99945507,40.44165871
"4731",2847141,16139977,99,"2016-07-28T09:00:00","1100 Block Mc Kenna AV Pittsburgh, PA ","N","Westwood","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2811,2,5,-80.04776467,40.42578394
"4732",2905543,17064325,99,"2017-04-10T10:22:00","900 Block Benton AV Pittsburgh, PA 15212","Y","Brighton Heights","1",NA,"9497 Aided Case",2708,1,1,-80.0345348888684,40.4890293906867
"4733",2809539,16024255,14,"2016-02-05T14:40:00","5300 Block 2nd AV Pittsburgh, PA 15207","N","Hazelwood","4","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1515,5,3,-79.94241921,40.40382121
"4734",2840419,16116855,10,"2016-06-24T03:35:00","5th AV & Pride ST Pittsburgh, PA 15219","Y","Bluff","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2606(a) Aggravated Assault on Unborn Child",103,6,3,-79.98505685,40.43854178
"4735",3057616,19022033,99,"2019-02-03T20:20:00","300 Block Main ST Pittsburgh, PA 15201","Y","Central Lawrenceville","2",NA,"9998 Overdose Other",902,7,2,-79.9579476679689,40.4673830136992
"4736",3038859,18217615,11,"2018-11-03T14:00:00","600 Block 52nd ST Pittsburgh, PA 15201","Y","Upper Lawrenceville","2","FALSE IMPERS PERS PRIV. EMPLOY","9999 Miscellaneous Report (No Crime)",1011,7,2,-79.95213677,40.47853815
"4737",2840151,16116447,5,"2016-06-22T08:00:00","700 Block Gross ST Pittsburgh, PA 15224","N","Bloomfield","5","BURGLARY/FORCE ENT/NON-RES","3502 Burglary.",802,7,2,-79.9476058,40.45736603
"4738",2998883,18097098,18,"2018-05-23T18:49:00","Winfield ST & Shetland ST Pittsburgh, PA 15206","N","Larimer","5","OPIUM/COCAINE/DERV(SALE/MFG)","3353 Prohibitions in Specified Places. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1204,9,2,-79.90978829,40.46400992
"4739",2097568,5072968,99,"2005-05-01T01:50:00","VIRGINIA AV & SOUTHERN AV PITTSBURGH, PA ","N","South Side Flats","3",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1904,2,5,-80.00637257,40.4289885
"4740",2965203,17245506,99,"2017-12-22T01:13:00","Forbes AV & S Dallas AV Pittsburgh, PA 15217","Y","Point Breeze","4",NA,"9999 Miscellaneous Report (No Crime)",1406,5,3,-79.913082884741,40.4380278256741
"4741",3020460,18160324,99,"2018-08-19T23:00:00","1600 Block Brighton RD Pittsburgh, PA 15212","N","Central North Side","1",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2503,6,1,-80.01576154,40.45796929
"4742",2910698,17077479,99,"2017-04-29T07:10:00","800 Block Suismon ST Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9998 Overdose Other",2304,1,1,-79.9973550610236,40.4558148161838
"4743",3066681,19054324,10,"2019-03-24T01:20:00","300 Block North Shore DR Pittsburgh, PA 15212","Y","Outside City","1","SIMPLE ASSAULT/NO INJURY","2701 Simple Assault. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",5599,1,1,-80.0096338538371,40.4549104336875
"4744",2105031,5109012,10,"2005-06-16T11:04:00","100 Block HORNADAY RD PITTSBURGH, PA ","Y","Carrick","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",2902,4,4,-79.98573918,40.3945116
"4745",3098895,19158953,10,"2019-08-10T23:32:00","600 Block Brushton AV Pittsburgh, PA 15221","Y","Homewood South","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1304,9,2,-79.889172972718,40.4527571931509
"4746",2935831,17156234,6,"2017-08-17T08:45:00","1600 Block Denniston ST Pittsburgh, PA 15217","N","Squirrel Hill North","4","THEFT FROM AUTO","3934 Theft from Vehicle",1403,5,3,-79.9183569676868,40.4403163333726
"4747",2916502,17096820,10,"2017-05-27T16:17:00","1400 Block Chicago ST Pittsburgh, PA 15214","Y","Northview Heights","1","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2609,1,1,-79.9997177373665,40.4790763864463
"4748",2837215,16106259,6,"2016-06-08T23:30:00","Federal ST & North Commons Pittsburgh, PA 15212","N","Allegheny Center","1","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",2204,1,1,-80.00614067,40.45394151
"4749",2927741,17130699,6,"2017-07-13T13:37:00","800 Block Freeport RD Pittsburgh, PA 15238","Y","Lincoln-Lemington-Belmar","5","RETAIL THEFT (SHOPLIFTING)","3503 Criminal Trespass / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1201,NA,NA,-79.853697395783,40.4983023554344
"4750",2081846,5014336,10,"2005-01-28T18:40:00","0 Block ALLEN ST PITTSBURGH, PA ","Y","Allentown","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",1803,3,4,-79.99362805,40.42018803
"4751",2969940,18009112,6,"2018-01-15T12:25:00","5700 Block Baum BL Pittsburgh, PA 15206","N","East Liberty","5","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",1115,7,2,-79.93376984,40.45830746
"4752",2866782,16199078,21,"2016-10-21T20:02:00","Friendship AV & Pearl ST Pittsburgh, PA 15224","Y","Bloomfield","5","DRIVING UNDER INFLUENCE","3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%",809,7,2,-79.94893448,40.46350942
"4753",2841517,16121307,26,"2016-06-30T14:04:00","90 Block 43rd ST Pittsburgh, PA 15201","Y","Central Lawrenceville","2","SCATTERING RUBBISH","9999 Miscellaneous Report (No Crime)",901,7,2,-79.96407664,40.4734034
"4754",2896611,17036827,24,"2017-02-03T07:30:00","2400 Block Bracey DR Pittsburgh, PA 15221","Y","Outside State","5","HARRASSMENT BY COMUN/ADDRESS","2706 Terroristic Threats.",7799,9,2,-79.8679355348496,40.4555384627566
"4755",2919662,17103081,99,"2017-06-03T19:00:00","100 Block Keever AV Pittsburgh, PA 15205","N","Westwood","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2811,2,5,-80.0536420621963,40.43473624007
"4756",2978437,18033774,99,"2018-02-21T15:52:00","50 Block Arnold ST Pittsburgh, PA 15205","Y","Crafton Heights","6",NA,"9999 Miscellaneous Report (No Crime)",2815,2,5,-80.05393201,40.44169416
"4757",3010292,18129686,3,"2018-07-09T00:53:00","700 Block Pliny WY Pittsburgh, PA 15210","N","St. Clair","3","ROBBERY/HIGHWAY/GUN","2702 Aggravated Assault. / 3701 Robbery.",1606,3,3,-79.97690753,40.41107975
"4758",3040642,18224167,6,"2018-11-13T11:00:00","Crawford ST & Centre AV Pittsburgh, PA 15219","N","Central Business District","2","THEFT FROM AUTO","3934 Theft from Vehicle",201,6,6,-79.98601321,40.44103761
"4759",2976483,18028356,5,"2018-02-13T20:30:00","800 Block Windom ST Pittsburgh, PA 15203","N","South Side Slopes","3","BURGLARY/NO FORCE/RES","3502 Burglary.",1706,3,3,-79.99123462,40.42665405
"4760",3011269,18131517,99,"2018-07-11T12:15:00","3800 Block Bates ST Pittsburgh, PA 15213","Y","Central Oakland","4",NA,"9999 Miscellaneous Report (No Crime)",405,3,3,-79.95338692,40.43864957
"4761",2816273,16041718,4,"2016-03-07T22:00:00","200 Block Winston ST Pittsburgh, PA 15207","Y","Hazelwood","4","AGG ASSAULT/GUN/INJURY","2702 Aggravated Assault.",1515,5,3,-79.9414701,40.40470416
"4762",3069784,19061987,18,"2019-04-05T00:55:00","Chestnut ST & Phineas ST Pittsburgh, PA 15212","Y","East Allegheny","1","MARIJUANA-POSSESS","1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities",2304,1,1,-79.9946720821351,40.4554126122343
"4763",2941129,17171775,99,"2017-09-07T16:16:00","10 Block E North AV Pittsburgh, PA 15212","Y","Allegheny Center","1",NA,"9497 Aided Case",2204,1,1,-80.0061428299855,40.4558436840415
"4764",2858257,16154118,26,"2016-08-17T16:24:00","Penn AV & N Highland AV Pittsburgh, PA 15206","Y","East Liberty","5","PROTECTIVE ORDERS","9501 Bench Warrant",1115,9,2,-79.92481805,40.4614141
"4765",3045856,18241991,99,"2018-12-09T14:10:00","200 Block Federal ST Pittsburgh, PA 15212","N","Allegheny Center","1",NA,"9017 Found Drugs / 9489 Found Property",2204,1,6,-80.0039635417819,40.4484213102204
"4766",2998731,18095271,24,"2018-05-21T12:45:00","2100 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","DISORDERLY CONDUCT - OTHER","7513 Restriction on Alcoholic Beverages - Open Container",1702,3,3,-79.97606866,40.42830665
"4767",3051925,19004157,99,"2019-01-05T20:00:00","2000 Block Northumberland ST Pittsburgh, PA 15217","N","Squirrel Hill North","4",NA,"9124 Drug Investigation",1401,NA,NA,0,0
"4768",3009745,18129357,99,"2018-07-08T15:22:00","2900 Block N Charles ST Pittsburgh, PA 15214","Y","Perry South","1",NA,"9497 Aided Case",2615,6,1,-80.01118366,40.4705077
"4769",3013156,18136832,99,"2018-07-18T15:44:00","1600 Block Antrim ST Pittsburgh, PA 15212","Y","Brighton Heights","1",NA,"9501 Bench Warrant",2703,1,1,-80.03757201,40.47530223
"4770",2832729,16095934,2,"2016-05-25T14:30:00","Zone 3","Y","","3","RAPE BY FORCE","3502 Burglary. / 3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3125(a)(1) Agg. indecent assault w/o consent",NA,NA,NA,NA,NA
"4771",3057351,19020943,23,"2019-02-02T02:05:00","1500 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","PUBLIC DRUNKENESS","5505 Public Drunkenness",1702,3,3,-79.9833100173741,40.4286928036566
"4772",2816178,16040798,99,"2016-03-06T09:00:00","300 Block Bodkin ST Pittsburgh, PA 15226","N","Brookline","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1919,4,4,-80.02489478,40.39653317
"4773",2917798,17099300,99,"2017-05-31T07:48:00","1300 Block Federal ST N Pittsburgh, PA 15212","Y","Central North Side","1",NA,"9999 Miscellaneous Report (No Crime)",2206,1,1,-80.0068731419303,40.456731447698
"4774",3024229,18170762,99,"2018-09-01T21:34:00","100 Block Ashton AV Pittsburgh, PA 15207","N","Hazelwood","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1515,5,3,-79.93808737,40.40689728
"4775",2929403,17137774,3,"2017-07-23T02:56:00","2000 Block Jane ST Pittsburgh, PA 15203","N","South Side Flats","3","ROBBERY/HIGHWAY/GUN","3701 Robbery.",1702,3,4,-79.9778683465105,40.4267323328176
"4776",3002817,18109686,99,"2018-06-09T12:51:00","1700 Block Buena Vista ST Pittsburgh, PA 15212","Y","Central North Side","1",NA,"9998 Overdose Other",2503,6,1,-80.01489505,40.45874661
"4777",2867724,16201547,99,"2016-10-25T18:00:00","1200 Block Western AV Pittsburgh, PA 15233","Y","Chateau","1",NA,"9126 Prostitution Investigation",2108,6,1,-80.02196514,40.45120975
"4778",3080543,19099281,1,"2019-05-24T03:01:00","2700 Block Jane ST Pittsburgh, PA 15203","N","South Side Flats","3","MURDER/NON-NEG/MANSLTR-GUN","2501 Criminal Homicide.",1609,3,3,-79.9678106328762,40.4252303388816
"4779",2952844,17201281,99,"2017-10-18T09:10:00","500 Block Bellaire AV Pittsburgh, PA 15226","Y","Brookline","6",NA,"9999 Miscellaneous Report (No Crime)",1919,4,4,-80.0232050521078,40.3972061067678
"4780",2849302,16160671,29,"2016-08-26T19:24:00","800 Block Pennsylvania AV Pittsburgh, PA 15233","Y","California-Kirkbride","1","LOCATED RUNAWAY - OUTSIDE CITY","0292 Located Runaway - not Reported Missing",2507,6,1,-80.01539975,40.45614291
"4781",2135681,5232219,18,"2005-11-23T17:27:00","N MURTLAND & FRANKSTOWN AV PITTSBURGH, PA ","Y","Homewood North","5","MARIJUANA-SALE/MFG","5101 Obstructing Admin. of Law  / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer",1302,9,2,-79.90111541,40.45848988
"4782",3097480,19155538,6,"2019-08-06T16:00:00","700 Block N Negley AV Pittsburgh, PA 15206","N","East Liberty","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1113,9,2,-79.9266960314998,40.4698183744927
"4783",2802359,16000096,4,"2016-01-01T01:35:00","700 Block Woodlow ST Pittsburgh, PA 15205","N","Crafton Heights","6","AGG ASSAULT/OTHER/INJURY","2701 Simple Assault. / 2702 Aggravated Assault. / 2706 Terroristic Threats.",2814,2,5,-80.05119827,40.44700422
"4784",2982137,18043430,99,"2018-03-07T00:01:00","2700 Block Niles ST Pittsburgh, PA 15203","Y","South Side Slopes","3",NA,"9999 Miscellaneous Report (No Crime)",1608,3,3,-79.9694031,40.42035513
"4785",2970353,18005062,10,"2018-01-09T09:26:00","5300 Block Hillcrest ST Pittsburgh, PA 15224","N","Garfield","5","SIMPLE ASSAULT/NO INJURY","2701 Simple Assault.",1016,9,2,-79.93791658,40.46820956
"4786",2098539,5080081,7,"2005-05-11T01:48:00","7100 Block FRANKSTOWN AV PITTSBURGH, PA ","N","Homewood South","5","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition. / 9493 Fires (Self-Starting)",1303,9,2,-79.89848267,40.45783765
"4787",3024072,18171403,6,"2018-09-01T13:00:00","5500 Block Wilkins AV Pittsburgh, PA 15217","N","Squirrel Hill North","4","THEFT BICYCLES","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1402,8,3,-79.9302171,40.44518347
"4788",3083312,19104137,99,"2019-05-30T11:45:00","Zone 5","N","","5",NA,"3122.1 Statuatory Sexual Assault",NA,NA,NA,NA,NA
"4789",3053727,19012198,14,"2019-01-19T08:00:00","1700 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1702,3,3,-79.9818723137217,40.4285931755253
